abstract_id,line_id,abstract_text,line_number,total_lines,target
19833271,19833271_5_8,"Biochemical and hemodynamic parameters , cytokine levels , and IAP were recorded before the start of the study and at the 24th and 48th hours .",5,8,METHODS
15908270,15908270_1_10,A total of 36 patients with ESRD were evaluated at different stages of the disease and under different treatment by using standard transcranial magnetic stimulation ( TMS ) parameters .,1,10,METHODS
21447471,21447471_8_18,"At the end of the skills course , the intervention group were provided video iPods and viewed a male and a female urinary catheterization video during the next 3 consecutive months .",8,18,METHODS
19687005,19687005_18_19,Providing elderly patients with an adequate user interface for daily data acquisition remains a challenging component of such a concept .,18,19,CONCLUSIONS
23080269,23080269_8_9,Eye-washing methods without eyelid eversion are more effective in reducing conjunctival bacteria before surgery and anterior chamber inflammation after surgery than those with eyelid eversion .,8,9,CONCLUSIONS
19584690,19584690_4_10,"The primary endpoint was not met since calculated CrCl at month 6 posttransplant was 6.9 mL/min lower with everolimus , exceeding the predefined margin of 6 mL/min .",4,10,RESULTS
14687747,14687747_10_15,There was a consistent trend to more pain in the photographic reinforcement group and more negative pain beliefs .,10,15,RESULTS
22505055,22505055_9_12,Serum levels of C-reactive protein and creatine kinase activity were reduced in both groups .,9,12,RESULTS
16784469,16784469_5_10,"No significant difference was found 17 of 98 patients with a stent and 8 of 96 without ( P = 0.09 ) , or in 9 of 44 ileostomy patients with a stent and in 3 of 45 without ( P = 0.07 ) .",5,10,RESULTS
23761133,23761133_0_10,Gatekeeper training aims to train people to recognize and identify those who are at risk for suicide and assist them in getting care .,0,10,BACKGROUND
24841733,24841733_17_19,Complications such as cutaneous ischemia or necrosis were not identified in any patient .,17,19,CONCLUSIONS
25449225,25449225_7_13,"Of 203 randomized infants , 100 received HHG ( humidifier set to 37C ) and 103 received cold , dry gas .",7,13,RESULTS
12880879,12880879_1_14,This study examined social norms regarding adolescent smoking and their relationship with smoking behavior .,1,14,BACKGROUND
8572639,8572639_6_11,RESULTS .,6,11,METHODS
10207461,10207461_1_13,"A prospective randomized , double-blind placebo-controlled trial with morphine was conducted .",1,13,METHODS
17306936,17306936_0_11,To investigate the influence of interfraction interval ( IFI ) on local recurrence-free survival ( LRFS ) in patients with limited-disease small-cell lung cancer ( LD SCLC ) treated with accelerated hyperfractionated radiotherapy ( Acc Hfx RT ) and concurrent cisplatin and etoposide ( PE ) .,0,11,OBJECTIVE
19252905,19252905_10_12,Tolerability profiles of the ibuprofen formulations were comparable with that of acetaminophen .,10,12,RESULTS
10355414,10355414_8_12,No adverse clinical events occurred .,8,12,RESULTS
20174731,20174731_0_13,To compare the transradial approach and transfemoral approach for primary percutaneous coronary intervention ( PCI ) in Chinese patients with acute myocardium infarction ( AMI ) .,0,13,OBJECTIVE
12620439,12620439_4_13,"Transdermal E ( 2 ) by patch or gel , and evaluation of auditory brainstem response by auditory-evoked potentials for waves I , III , and V latencies , and for interpeak I-III , I-V , and III-V intervals .",4,13,METHODS
18067659,18067659_10_22,Patients received on average 3.0 ( SD 1.4 ) 15-min consultations within 3 months with ( n = 85 ) or without paroxetine ( n = 96 ) .,10,22,RESULTS
23586374,23586374_7_12,High-resolution Scheimpflug and optical coherence tomography images also demonstrated a narrow zone of increased reflectivity at a similar depth .,7,12,RESULTS
21766893,21766893_12_14,Further research is required to confirm the findings in patients outside of the trial setting .,12,14,CONCLUSIONS
24247217,24247217_3_16,This was a cross-sectional study in southern China .,3,16,METHODS
23986082,23986082_7_9,"This may be related to under diagnosis of MFS by multiple factors , including the use of Z-score , and genetic and racial differences .",7,9,CONCLUSIONS
8990428,8990428_13_14,The intervention appeared safe .,13,14,CONCLUSIONS
20836726,20836726_10_11,"AMH serum levels were significantly decreased under treatment with 35 g ethinylestradiol plus 2 mg cyproterone acetate , due to decrease in androgens and suppression of gonadotropins .",10,11,CONCLUSIONS
24529502,24529502_10_14,A significant decrease in ADP-induced platelet aggregation and P2Y12 reaction units was observed in the clopidogrel therapy group ( P < 0.01 ) .,10,14,RESULTS
15489480,15489480_9_11,The OBF pneumotonometer was found to be most affected by variation in CCT .,9,11,CONCLUSIONS
24444783,24444783_0_17,"Pentoxifylline , a nonselective phosphodiesterase inhibitor , shows vasodilator effects in certain vascular beds and reduces blood viscosity .",0,17,OBJECTIVE
18957534,18957534_1_11,"Overweight/obese participants with type 2 diabetes ( n = 124 , age = 56.5 + / - 0.8 years , BMI = 35.9 + / - 0.3 kg/m2 , and A1C = 7.3 + / - 0.1 % ) were randomly assigned to 1 year of a high-MUFA or high-CHO diet .",1,11,METHODS
12075945,12075945_3_15,"In this double-blind , parallel-group , multicenter study , patients were randomly assigned to the 4 treatment arms .",3,15,METHODS
12514673,12514673_0_11,Nitrates are often administrated with a variety of other pharmacologic agents in the management of chronic heart failure ( CHF ) .,0,11,BACKGROUND
8202968,8202968_9_13,"Factors associated with silent infarction were abnormal gait ( P < .001 ) , abnormal deep tendon reflexes or plantar responses ( P = .038 ) , but not degree of carotid stenosis .",9,13,RESULTS
9019639,9019639_4_11,The antihypertensive effects and the tolerance of both substances were good and comparable after 3 and 6 months .,4,11,RESULTS
18348296,18348296_1_10,Data was extracted from patients who underwent primary surgery followed by adjuvant therapy in 2 randomized trials by the Gynecologic Oncology Group ( Protocols 95 and 157 ) .,1,10,METHODS
15710852,15710852_1_12,"To determine the safety , tolerability , and efficacy of rasagiline in levodopa-treated patients with PD and motor fluctuations .",1,12,OBJECTIVE
19325490,19325490_0_14,"Cardiac surgery is frequently followed by postoperative delirium , which is associated with increased 1-year mortality , late cognitive deficits , and higher costs .",0,14,OBJECTIVE
18323556,18323556_12_14,No significant changes in bFGF or IL-18 following treatment with bevacizumab were observed .,12,14,RESULTS
26089047,26089047_12_14,Data were limited to 52 weeks and may not generalize to nonplaque psoriasis .,12,14,CONCLUSIONS
22071711,22071711_1_11,"In contrast , palmitic acid is in the sn-2 position in lard .",1,11,BACKGROUND
16630454,16630454_9_13,"However , RAP and CI were similar between the two groups at various time points .",9,13,RESULTS
16306734,16306734_1_11,The purpose of this study was to determine whether epidural fentanyl has an impact on breast-feeding .,1,11,BACKGROUND
22994843,22994843_2_13,"Parenting skills , parents ' psychological burden , children 's behavioural difficulties and quality of metabolic control were assessed before , 3 months after and 12 months after participating in the training program .",2,13,METHODS
12518705,12518705_2_15,All patients presented maxillary ridge defects .,2,15,METHODS
20223272,20223272_4_13,"Sensitivity to cold air/ethyl chloride , dental shade change and procedural comfort were measured .",4,13,METHODS
25584664,25584664_4_10,"We used formative research , advisory committee members ' recommendations , and previous research to inform the development of the CA-CORD project .",4,10,METHODS
17255739,17255739_2_11,"We conducted a randomized , open-label study in 236 patients with virologic suppression who were taking a three - or four-drug protease inhibitor or non-nucleoside reverse transcriptase inhibitor regimen for > or = 18 months .",2,11,METHODS
9761513,9761513_9_18,Serum phosphorus reached a nadir of 6.5 mg/dl ( 2.10 mmol/l ) after 7 weeks of RenaGel treatment .,9,18,RESULTS
10214832,10214832_0_11,To determine whether serum estradiol and dydrogesterone concentrations are associated with the occurrence of breakthrough bleeding .,0,11,OBJECTIVE
23644909,23644909_6_7,These results support the use of a minimally traumatic procedure for tooth extraction and socket filling with PRF to achieve preservation of hard tissue .,6,7,CONCLUSIONS
23217093,23217093_6_9,Secondary outcomes refer to quality of life .,6,9,METHODS
16818836,16818836_0_11,To determine if infants aged 6 to 15 months with frequent parent-reported nighttime awakenings require reduced parental aid during a week of diphenhydramine hydrochloride treatment and 2 and 4 weeks after its discontinuation .,0,11,OBJECTIVE
22746262,22746262_3_9,"The intervention , provided by a medical social worker , included proactive case management for psychosocial problems , counseling about living with HIV , and HIV TRB risk reduction .",3,9,METHODS
19332455,19332455_11_14,"In patients who had acute coronary syndromes without ST-segment elevation , the use of eptifibatide 12 hours or more before angiography was not superior to the provisional use of eptifibatide after angiography .",11,14,CONCLUSIONS
14769685,14769685_2_12,"TAXUS II was a randomized , double-blind trial with 2 consecutive patient cohorts that compared slow-release ( SR ) and moderate-release ( MR ) paclitaxel-eluting stents with control bare metal stents ( BMS ) .",2,12,RESULTS
11568036,11568036_1_12,"We tested whether mild hypothermia , the most efficacious neuroprotective strategy found in laboratory studies , improved cognitive outcome in patients undergoing coronary artery surgery .",1,12,BACKGROUND
20825805,20825805_4_7,"Both PB and LZ reduced CIWA scores from baseline to discharge ( 15.0-5 .4 and 16.8-4 .2 , P < .0001 ) .",4,7,RESULTS
20126852,20126852_7_8,Nebido showed both a better clinical and laboratory effectiveness .,7,8,CONCLUSIONS
9361169,9361169_0_12,"The gastroprotective and ulcer-healing properties of prostaglandins , especially in gastric ulcers induced by non-steroidal anti-inflammatory drugs , are well established .",0,12,BACKGROUND
19185642,19185642_2_10,"Data are from the Trial of Angiotensin Converting Enzyme Inhibition and Novel Cardiovascular Risk Factors ( TRAIN ) study , a double-blind , crossover , randomized , placebo-controlled trial enrolling subjects > or = 55 years old with high cardiovascular disease risk profile .",2,10,METHODS
18779029,18779029_6_10,Intervention participants also had greater changes in total cholesterol ( -22 mg/dL vs +6 mg/dL controls ; p < 0.001 ) .,6,10,RESULTS
16647327,16647327_5_9,"In multivariate models , being a man , lower levels of depression , and lower body mass index were independent correlates of higher baseline leisure PAL ; being a man , greater baseline exercise self-efficacy , and activity level were independent correlates of greater leisure PAL levels at 1 year and end of study .",5,9,RESULTS
9184707,9184707_4_13,The antimicrobial regimens were administered for 7 days .,4,13,METHODS
19628801,19628801_7_13,Outcome assessment occurred at 5 weeks and 6 months after randomization .,7,13,METHODS
21242737,21242737_7_9,"Subjects randomized to the PHMB foam dressing had a 35 % median reduction in wound size by week 4 , compared with 28 % in the control group .",7,9,RESULTS
21647654,21647654_11_12,Rifaximin does not improve patients ' reporting of gastrointestinal symptoms and hydrogen breath tests do not reliably identify who will respond to antibiotic therapy .,11,12,CONCLUSIONS
15051570,15051570_5_9,Serum levels of autoantibodies as detected by ELISA paralleled the patients ' disease activity .,5,9,RESULTS
24096730,24096730_9_10,The use of hand sanitizer as a complement to handwashing with soap is an efficient measure to reduce absent days and the number of school absenteeism cases due to AGE .,9,10,CONCLUSIONS
10369282,10369282_10_11,"The length of hospitalization was significantly prolonged in patients with postoperative infections , suggesting potential cost savings with the use of immune-enhancing formulas such as Impact .",10,11,CONCLUSIONS
21947440,21947440_7_10,"High levels of patient expressiveness during the disclosure sessions were associated with improvements in relationship quality and intimacy , and high levels of patient negative affect immediately following the sessions were associated with reductions in psychological distress at the post-test assessment .",7,10,RESULTS
21135532,21135532_10_12,The terpene combination was found to be an efficacious treatment in eliminating calculi fragments generated by ESWL as compared to placebo .,10,12,CONCLUSIONS
20858230,20858230_8_14,A correct diagnosis for dengue initially increased in groups AB and B but only for AB this was sustained .,8,14,RESULTS
25108506,25108506_6_12,The mean change in ARFS in the enhanced group ( 2.25.7 ) was significantly higher ( P = 0.03 ) than the control group .,6,12,RESULTS
20859150,20859150_1_11,"Adult women with heavy menstrual bleeding ( mean menstrual blood loss 80 mL or more per cycle ) were enrolled in a double-blind , placebo-controlled study .",1,11,METHODS
15910687,15910687_8_20,Serum EPO level was measured by enzyme immunoassay ( EIA ) during 120 hours after administration .,8,20,METHODS
8151592,8151592_2_6,Outcomes were measured at baseline and at 4 months by independent assessors .,2,6,METHODS
22198652,22198652_3_13,"All individuals designated for hemiarthroplasty , older than 55 years , with a nonpathologic displaced femoral neck fracture and the ability to ambulate 10 feet independently before injury [ 269 patients ( 274 hips ) presented with displaced femoral neck fracture , 130 patients ( 48.3 % ) enrolled , and 5 patients ( 3.8 % ) withdrew ] .",3,13,METHODS
23750991,23750991_13_18,"HCC-related and overall mortality were 70.5 % and 82.3 % , respectively , in patients with screen-detected tumour .",13,18,RESULTS
20810109,20810109_3_12,The primary outcome was the rate of both MDRD eGFR and Cockcroft-Gault creatinine clearance ( C-G CrCl ) decline .,3,12,METHODS
24449031,24449031_2_7,"Two psychologists carried out pre - and posttreatment assessment and a 6-month follow-up assessment using the following instruments : Anxiety Sensitivity Index , Addiction Severity Index-6 , Mini International Neuropsychiatric Interview , and Acceptance and Action Questionnaire .",2,7,METHODS
16105365,16105365_1_14,There is currently little evidence regarding the effectiveness of interventions in primary care to reduce walker use .,1,14,BACKGROUND
16329017,16329017_9_12,"Additionally , there was a significantly shorter procedure time and less patient discomfort in the hands of the simulator-trained group .",9,12,RESULTS
17646243,17646243_7_13,"Before and after this period , blood samples were taken from the participants at rest and they underwent a medical investigation .",7,13,METHODS
22386799,22386799_8_11,Mean mental and physical HRQOL scores were 1.5 SD below SF-12 population averages .,8,11,RESULTS
22055892,22055892_5_13,"Secondary end points were onset of pain intensity ( PI ) decrease ( 1-point ) and time to clinically meaningful pain relief ( CMPR , 2-point PI decrease ) .",5,13,METHODS
8329784,8329784_10_13,"The 7.5-mg capsules reached peak plasma concentrations significantly faster than the 30-mg dosage form ( mean Tmax 1.18 and 1.73 h , respectively ; p = 0.01 ) .",10,13,RESULTS
24912653,24912653_4_14,"Patients undergoing placement of a central venous catheter , percutaneous tracheostomy , chest tube , or abscess drainage were eligible .",4,14,METHODS
11573049,11573049_9_12,The effect of anesthetic and postoperative analgesic techniques on perioperative outcome varies with the type of operation performed .,9,12,CONCLUSIONS
25052847,25052847_12_17,"Melatonin + amitriptyline treated displayed better results than melatonin and amitriptyline alone in terms of FIQ and PPT improvement ( P < 0.05 , fort both ) .",12,17,RESULTS
19004195,19004195_4_7,"The total effective rate of the treatment group and control group was 100 % and 69.6 % respectively , showing a significant difference ( P < 0.01 ) .",4,7,RESULTS
18958483,18958483_3_9,The main outcome measure was the proportion of women in established labour at 4 h as well as the proportion that delivered within 12 h of amniotomy .,3,9,METHODS
8612408,8612408_4_14,The dopamine infusion was continued in the control group and discontinued in the study group .,4,14,METHODS
22042958,22042958_6_9,"There was an increase in DFS with concurrent trastuzumab and paclitaxel relative to sequential administration ( arm C/arm B HR , 0.77 ; 99.9 % CI , 0.53 to 1.11 ) , but the P value ( .02 ) did not cross the prespecified O'Brien-Fleming boundary ( .00116 ) for the interim analysis .",6,9,RESULTS
18417461,18417461_5_9,Rimonabant 20 mg produced clinically meaningful improvements in all Impact of Weight on Quality of Life-Lite questionnaire domain scores at 2 years .,5,9,RESULTS
23343649,23343649_5_10,Tranexamic acid pharmacokinetics was ascribed to a two-compartment open model .,5,10,RESULTS
18469572,18469572_4_10,"Administration of three different doses of inhaled salbutamol ( 800 , 400 , and 200 microg ) in a randomized fashion separated by at least 72 hours .",4,10,METHODS
23490032,23490032_7_11,Patients with MRI findings of a DWI-FLAIR-mismatch will be randomised to either treatment with rtPA or placebo .,7,11,METHODS
22775976,22775976_12_15,Results in part B confirmed the glucose-lowering effect of AZD1656 versus placebo .,12,15,RESULTS
16451766,16451766_4_16,"No attempt was made to modify participants ' routine oral care , except they were advised to refrain from use of any other oral rinse for the duration of the study .",4,16,METHODS
15173856,15173856_5_8,Fasting and postprandial plasma glucose were measured for 2 h. Peak glucose level and area under the curve were calculated .,5,8,METHODS
18609189,18609189_1_11,A decrease of such damage has been observed in human and animal studies following dietary intervention and/or changes in lifestyle such as physical exercise at different levels of intensity .,1,11,OBJECTIVE
17119140,17119140_10_13,Patients in both the surgery and the nonoperative treatment groups improved substantially over a 2-year period .,10,13,CONCLUSIONS
1547673,1547673_7_11,"Fasting blood glucose levels ( at 06:00 and 08:00 ) were significantly lower after the long-acting insulin regimen ( 6.26 + / - 0.88 vs. 10.82 + / - 4.27 mM , P less than 0.05 and 9.26 + / - 1.02 vs. 14.03 + / - 1.08 mM , P less than 0.05 , respectively ) .",7,11,RESULTS
16263618,16263618_10_13,There were 2 risk factors for recurrent instability : initial contralateral instability ( 4.9 ; 0.9-28 ) and young age ( 0.9 ; 0.8-1 .0 / year ) .,10,13,RESULTS
15014819,15014819_3_9,"The changes of sedation score ( Ramsay score ) , bispectral analysis of electroencephalogram ( BIS ) , heart rate ( HR ) , mean artery pressure ( MAP ) , respiration rate ( RR ) , blood oxygen saturation of pulse ( SpO ( 2 ) ) and the incident rate of amnesia in the two groups at T1 ( before administering drug ) , T2 ( just before starting intubation ) , T3 ( when oesophagus tracheal introducer was just located properly ) , T4 ( when light cable was just inserted into tracheal ) and T5 ( when tracheal tube was just inserted into tracheal ) were observed .",3,9,METHODS
17804841,17804841_13_14,"( ClinicalTrials.gov number , NCT00091910 [ ClinicalTrials.gov ] . )",13,14,CONCLUSIONS
9886905,9886905_12_15,"At one year , 69 % of patients had a blood pressure < or = 140/90 mmHg .",12,15,RESULTS
18230239,18230239_2_9,"The study used a prospective , longitudinal design with random assignment to the control ( writing about time management ) and experimental group ( writing about a traumatic event ) .",2,9,METHODS
21718117,21718117_0_8,This study evaluated the cost-effectiveness of a 100 % human milk-based diet composed of mother 's milk fortified with a donor human milk-based human milk fortifier ( HMF ) versus mother 's milk fortified with bovine milk-based HMF to initiate enteral nutrition among extremely premature infants in the neonatal intensive care unit ( NICU ) .,0,8,OBJECTIVE
9523655,9523655_6_13,"Thirty-four patients had had no further treatment , 29 of whom attended for assessment .",6,13,RESULTS
10887385,10887385_4_15,55 severe and moderately depressed non-demented outpatients aged 60 years or more .,4,15,METHODS
16980316,16980316_16_17,com ] .,16,17,BACKGROUND
17189794,17189794_4_19,"One group received gatifloxacin eyedrops and the other , moxifloxacin eyedrops .",4,19,METHODS
11076449,11076449_3_13,"Randomized , prospective , single-blind , controlled trial .",3,13,METHODS
19917849,19917849_6_9,"Unplanned service utilization , particularly the number of inpatient days ( 57 v 167 days ; P = .02 ) , also was lower in the home care group .",6,9,RESULTS
7786219,7786219_11_14,"The incidence of corneal abnormalities in gas-filled eyes was higher than expected , and remained high in oil-filled eyes , despite the use of an inferior iridectomy .",11,14,CONCLUSIONS
15745651,15745651_5_11,"7-point Likert scale ratings of message appeal , understandability , persuasiveness , and relevance according to classification into 1 of 4 message groups : COG-AFF ( mismatched to affective ) , AFF-COG ( mismatched to cognitive ) , COG-COG ( matched cognitive ) , and AFF-AFF ( matched affective ) .",5,11,METHODS
22555886,22555886_10_11,Distinct trajectories of functional recovery can serve as useful outcome measures in clinical research and practice .,10,11,CONCLUSIONS
17909125,17909125_10_15,"Suicidal ideation decreased with treatment , but less so with fluoxetine therapy than with combination therapy or CBT .",10,15,RESULTS
18241355,18241355_8_16,"Seventy people will be recruited and information regarding age , gender , body mass index and medication use will be recorded .",8,16,METHODS
15476904,15476904_7_13,"All patients were in good general health at baseline ; had achieved adequate glycemic control with diet and oral hypoglycemic agents ; were taking antihypercholesterolemic drugs ; and had no evidence of macroangiopathy , microalbuminuria , or neuropathy .",7,13,RESULTS
19664568,19664568_5_10,Death/myocardial infarction/stroke occurred after an average of 228 days ( 95 % CI : 197-258 ) and was less frequent in patients assigned to clopidogrel versus placebo ( 9.7 % versus 11.9 % ; HR : 0.80 ; 95 % CI : 0.64-1 .00 ; p = 0.051 ) ; the rate of severe bleeding was the same ( 4.0 % versus 4.3 % ; OR : 0.92 ; 95 % CI : 0.65-1 .32 ; p = 0.66 ) .,5,10,RESULTS
17848650,17848650_6_14,The primary outcome was all-cause mortality .,6,14,METHODS
22987879,22987879_0_12,To test the efficacy of an innovative family-based intervention for overweight preschool-aged children and overweight parents conducted in the primary care setting .,0,12,OBJECTIVE
11923244,11923244_11_14,"Furthermore , it appears to differentiate among formulations .",11,14,CONCLUSIONS
23685057,23685057_10_12,"In our study , it was observed that a significant decrease in the level of blood plasma OP and a significant increase in the level of PChE were achieved with TPE process in the early period of IMS due to OP poisoning .",10,12,CONCLUSIONS
23148089,23148089_8_12,Many people with hip or knee OA have limited capacity and motivation to attend community-based group programmes .,8,12,CONCLUSIONS
16562684,16562684_4_14,"MAP , CVP , HR , P ( ET ) CO2 , SpO2 , nasal and rectal temperature were monitored continuously .",4,14,METHODS
14690727,14690727_8_10,"No complications occurred associated with the placement , maintenance and removal of the atrial pacing electrodes .",8,10,RESULTS
21829988,21829988_3_15,"Thirty six healthy young subjects were randomly allocated into three groups : ice massage ( n = 12 ) , ice pack ( n = 12 ) and cold water immersion ( n = 12 ) .",3,15,METHODS
11744802,11744802_4_7,The results when substituting vegetable protein for some of the animal protein in the diet without changing the total amount of protein were identical .,4,7,RESULTS
23926746,23926746_6_11,"For teeth tested at the time of obturation , leakage decreased for older sealer , p < 0.0001 .",6,11,RESULTS
9453072,9453072_12_20,By mathematical deconvolution of the profiles it was shown that steady-state fluxes were reached within the one-hour interval of current driven transport Steady-state fluxes were calculated to be 69 + / - 30 nmol.cm-2 .,12,20,RESULTS
19138537,19138537_15_19,In 27 % of cases intervention by the observer was necessary to correct the computer 's identification of the acetabular edge in the area of interest .,15,19,RESULTS
19300157,19300157_7_10,"Analysis of covariance in both groups showed that age , gender , and follow-up interval were not predictors of movement in either direction ( all p-values > 0.05 ) .",7,10,RESULTS
18355138,18355138_6_7,"Insertion of Double-J stents for 4 weeks after uncomplicated TUL in patients with recurrent ureteral stones significantly decreases the number of episodes of ureteral colic , although it does not decrease the rate of stone formation .",6,7,CONCLUSIONS
19713268,19713268_4_11,Twenty-six infants born preterm were randomly assigned to receive daily movement training or daily social training .,4,11,METHODS
20181994,20181994_6_10,"At baseline , SNR walked slower ( p = .03 ) , took more prescribed medications ( p = .02 ) , and had lower SPPB scores than NMS and SR ( p = .02 ) .",6,10,RESULTS
11029607,11029607_1_13,N-acetylcysteine ( NAC ) is used to replenish GSH that has been depleted by acetaminophen overdose .,1,13,BACKGROUND
25833885,25833885_8_11,Four of the 6 two-void urine combinations produced no significant bias in predicting selected percentiles .,8,11,RESULTS
22290270,22290270_0_10,Anemia after kidney transplantation has been associated with poor transplant outcomes .,0,10,BACKGROUND
23594025,23594025_3_12,"For children and adolescents , this is guided by extrapolation from adult studies , a limited number of small studies in children and adolescents and practitioner preference .",3,12,BACKGROUND
23581280,23581280_5_12,"The primary objective compared efficiency of plasma removal ( EPR ) with secondary objectives of comparing PLT and hemoglobin ( Hb ) waste plasma content , coagulation factor and complement activation , fluid balance tracking accuracy , procedure length , and adverse events .",5,12,METHODS
18023439,18023439_10_15,The implantation rate was 19.9 % ( 52 of 261 ) for the study group and 13.9 % ( 35 of 251 ) for the control group .,10,15,RESULTS
17292646,17292646_9_11,"However , there was no genotype related difference in the decrease in plasma potassium response to s.c. terbutaline relative to baseline .",9,11,RESULTS
19017409,19017409_2_12,"The aim of the present study was , therefore , to investigate the effects of a first-line therapy with either phenylephrine or norepinephrine on systemic and regional hemodynamics in patients with septic shock .",2,12,BACKGROUND
18794019,18794019_2_14,Tertiary-referral hospital .,2,14,METHODS
20214175,20214175_3_5,"Furthermore , overall reductions in the number of clindamycin-resistant and erythromycin-resistant P. acnes occurred only in BPO/C treated subjects .",3,5,RESULTS
24187114,24187114_0_14,"To test , with a sample of adolescent mothers ( 16-20 at childbirth ) and their first-born infants/toddlers ( average age 1 year ) , whether the impact of a home visiting ( HV ) child maltreatment prevention program was moderated by maternal depression .",0,14,OBJECTIVE
20646599,20646599_6_15,The respiratory rate in PSV and NAVA with prone position was more rapid than in spine position and in PRVC-base ( P < 0.05 ) .,6,15,RESULTS
10202164,10202164_9_10,The addition of chemotherapy with fluorouracil and cisplatin to treatment with external-beam and intracavitary radiation significantly improved survival among women with locally advanced cervical cancer .,9,10,CONCLUSIONS
19217992,19217992_6_18,"The primary outcome was quality of ankle function at 3 months , measured using the Foot and Ankle Score ; analysis was by intention to treat .",6,18,METHODS
17201236,17201236_0_10,Cysteinyl leukotrienes have been found to exert potent inflammatory effects in the upper airways and play a fundamental role in the pathogenesis of allergic rhinitis .,0,10,BACKGROUND
15358853,15358853_14_15,"Given that CT is less invasive than DSA , results suggest that CT may replace DSA in selected cases .",14,15,CONCLUSIONS
23152839,23152839_9_17,Mild-to-moderate injection site reactions were the most frequently reported adverse events with mipomersen .,9,17,RESULTS
9736592,9736592_11_16,"The rates of CV death , new MI , and refractory angina at 3 months were 5.1 % in the warfarin group and 12.1 % in the standard group ( RR , 0.42 ; 95 % CI , 0.15 to 1.15 ; P = 0.08 ) .",11,16,RESULTS
21871414,21871414_14_17,Both prolotherapy and corticosteroid therapy were generally well tolerated and appeared to provide benefit of long duration .,14,17,CONCLUSIONS
22490589,22490589_2_10,"In a prospective , randomized trial , 60 adult patients with obstructive sleep apnea syndrome due to undergoing a coblation-assisted upper airway procedure were enrolled and randomly allocated to receive dexmedetomidine , 1.0 g/kg over 10 minutes and maintain dosage 0.7 gkg ( -1 ) h ( -1 ) ( n = 30 ) or propofol target controlled infusion ( n = 30 ) .",2,10,METHODS
19222417,19222417_1_8,To identify factors associated with heartburn resolution in patients receiving acid-suppressive therapy for reflux oesophagitis .,1,8,OBJECTIVE
1586782,1586782_8_13,Serum lipid concentrations and compliance with diet .,8,13,METHODS
18376000,18376000_1_12,"However , the effect of ezetimibe on the progression of atherosclerosis remains unknown .",1,12,BACKGROUND
21066883,21066883_6_8,"By Hamilton Anxiety Scale scoring , 92.0 % ( 46/50 ) of the patients were found being in an anxiety state , and the efficacy of treatment was negatively correlated with the degree of anxiety ( r = -0.9491 , P < 0.05 ) .",6,8,RESULTS
12060504,12060504_9_10,Penciclovir cream may provide a good topical alternative to other types of therapy in the future .,9,10,CONCLUSIONS
19745744,19745744_7_12,"After a year of training , VO2peak increased from 16.79 + / -5.24 to 22.33 + / -4.90 ml/kg per min ( P < 0.001 ) in group A. Trained patients also showed an increase in standard deviation of RR intervals by 58.8 % ( P < 0.001 ) , the mean square successive differences by 68.1 % ( P < 0.001 ) , pNN50 by 23.5 % ( P < 0.001 ) , and a low to high frequency ratio by 17.3 % ( P < 0.001 ) .",7,12,RESULTS
21641183,21641183_7_13,"ICE-derived annular measurements were correlated closely with preinterventional readings on TEE ( n = 25 , r ( 2 ) = 0.90 , P < .001 ) .",7,13,RESULTS
18484984,18484984_13_14,It can be concluded that brushing complete dentures with the experimental dentifrices tested could be effective for the removal of denture biofilm .,13,14,CONCLUSIONS
10469812,10469812_1_14,Economic barriers to their use have been identified .,1,14,BACKGROUND
18158672,18158672_3_10,Research and control groups ( n = 50 respectively ) completed a 16-item questionnaire relating either to the IVIMEDS ' CVS module or to the existing CVS resources .,3,10,METHODS
24018253,24018253_0_9,The aim of this study is to determine whether an educational intervention in perimenopausal women in rural environments achieves significant changes in risk behaviors related to osteoporosis .,0,9,OBJECTIVE
10421300,10421300_4_10,"The main outcome measures were ability in ADL ( Barthel index ) , walking ability ( functional ambulation categories ) , and dexterity of the paretic arm ( Action Research arm test ) at 6 , 12 , 20 , and 26 weeks .",4,10,METHODS
17264145,17264145_6_10,Both blood INS and blood glucose were significantly increased by the intake of Sal during all the experiments ( p < 0.01 ) .,6,10,RESULTS
24913704,24913704_9_15,"Mean estimated pain scores on VAS ( SC : 69.0 , MA : 66.4 and EA : 68.5 ) , adjusted for : treatment , age , education , and time from baseline , with no interactions did not differ between the groups ( SC vs MA : mean difference 2.6 , 95 % confidence interval [ CI ] -1.7 -6.9 and SC vs EA : mean difference 0.6 [ 95 % CI ] -3.6 -4.8 ) .",9,15,RESULTS
20805115,20805115_8_12,"E5555 ( 50 , 100 , and 200 mg ) did not increase clinically significant bleeding , although there was a higher rate of any TIMI bleeding with the highest two doses .",8,12,CONCLUSIONS
10322590,10322590_5_12,Five reflexes were collected at each of 12 stimulation voltages .,5,12,METHODS
10475183,10475183_12_15,There was no harmful effect of daily use of sunscreen in this medium-term study .,12,15,CONCLUSIONS
18986747,18986747_7_13,"The control group showed the greatest shear bond strength ( 14.74 MPa ) followed by SuperSeal ( 12.33 MPa ) , Gluma ( 5.28 MPa ) , MS-Coat ( 4.44 MPa ) and Copalite Varnishtrade mark ( 3.14 MPa ) .",7,13,RESULTS
